130	17	7.64705882353
208	30	6.93333333333
58	8	7.25
47	9	5.22222222222
103	20	5.15
173	24	7.20833333333
87	10	8.7
103	16	6.4375
167	26	6.42307692308
55	9	6.11111111111
136	19	7.15789473684
179	29	6.1724137931
99	16	6.1875
156	27	5.77777777778
86	15	5.73333333333
42	7	6.0
89	17	5.23529411765
89	8	11.125
55	11	5.0
557	65	8.56923076923
236	35	6.74285714286
386	46	8.39130434783
89	10	8.9
139	15	9.26666666667
198	34	5.82352941176
72	11	6.54545454545
109	17	6.41176470588
123	20	6.15
261	42	6.21428571429
104	20	5.2
137	15	9.13333333333
115	19	6.05263157895
104	15	6.93333333333
156	25	6.24
44	10	4.4
34	5	6.8
173	24	7.20833333333
225	40	5.625
251	32	7.84375
234	42	5.57142857143
90	14	6.42857142857
127	8	15.875
194	22	8.81818181818
110	11	10.0
34	8	4.25
502	69	7.27536231884
273	35	7.8
88	15	5.86666666667
185	30	6.16666666667
308	44	7.0
43	6	7.16666666667
127	18	7.05555555556
110	18	6.11111111111
370	55	6.72727272727
110	15	7.33333333333
69	9	7.66666666667
155	22	7.04545454545
112	10	11.2
82	15	5.46666666667
64	13	4.92307692308
94	13	7.23076923077
392	47	8.34042553191
81	14	5.78571428571
319	48	6.64583333333
92	16	5.75
94	15	6.26666666667
49	9	5.44444444444
121	21	5.7619047619
121	16	7.5625
74	14	5.28571428571
141	18	7.83333333333
96	13	7.38461538462
122	19	6.42105263158
80	17	4.70588235294
109	21	5.19047619048
161	29	5.55172413793
203	29	7.0
122	21	5.80952380952
115	21	5.47619047619
57	10	5.7
294	41	7.17073170732
160	22	7.27272727273
82	13	6.30769230769
218	36	6.05555555556
136	22	6.18181818182
51	12	4.25
139	25	5.56
113	18	6.27777777778
115	11	10.4545454545
210	35	6.0
130	21	6.19047619048
81	15	5.4
447	76	5.88157894737
167	33	5.06060606061
188	23	8.17391304348
198	36	5.5
530	75	7.06666666667
173	25	6.92
83	13	6.38461538462
174	18	9.66666666667
101	15	6.73333333333
64	9	7.11111111111
98	18	5.44444444444
60	1	60.0
52	11	4.72727272727
105	20	5.25
64	11	5.81818181818
22	3	7.33333333333
129	19	6.78947368421
76	14	5.42857142857
94	13	7.23076923077
67	14	4.78571428571
119	20	5.95
133	23	5.78260869565
109	20	5.45
41	6	6.83333333333
79	13	6.07692307692
131	29	4.51724137931
143	18	7.94444444444
