6	22	32
5	8	12
5	4	8
7	10	31
30	52	64
24	50	71
14	13	34
17	15	55
1	1	0
2	6	7
4	10	18
10	6	16
4	1	5
11	15	30
11	39	87
7	10	8
5	5	10
8	18	63
9	5	22
9	7	27
9	4	9
3	11	22
8	17	31
7	10	18
6	1	6
2	3	12
6	10	34
20	24	45
5	8	23
10	8	19
12	16	23
3	3	7
7	10	23
23	51	107
5	13	29
4	4	8
11	18	35
4	1	8
3	4	11
2	1	5
26	45	98
5	1	5
9	27	60
8	16	22
1	2	5
7	23	57
8	7	29
2	3	2
7	7	14
5	3	13
20	29	55
3	5	6
1	2	6
10	7	17
6	4	7
4	4	14
4	7	11
11	17	22
6	14	26
7	6	17
6	11	19
8	7	18
4	2	14
8	17	22
7	11	26
5	10	23
6	7	20
7	27	52
4	12	17
8	17	23
14	20	46
11	16	39
6	11	8
7	7	8
10	29	47
19	18	58
15	29	37
3	7	19
15	15	13
8	8	10
10	17	55
6	3	19
19	37	86
13	28	71
5	14	28
7	19	65
8	5	18
1	7	17
5	16	31
17	39	57
9	17	26
12	21	24
23	24	60
14	30	77
5	7	12
9	11	14
9	13	14
8	5	12
7	5	10
10	11	21
5	11	28
6	9	10
10	16	18
10	14	23
13	51	94
10	29	47
8	18	30
20	19	54
8	6	9
4	9	11
14	15	31
8	20	51
8	23	47
14	21	44
15	20	44
3	5	12
12	11	35
10	27	42
8	5	14
4	16	33
2	2	8
21	38	86
8	12	31
3	0	7
11	8	19
7	7	17
5	5	13
6	8	6
0	4	13
8	39	66
5	10	23
6	5	6
10	5	20
8	15	13
1	1	11
10	8	6
10	33	62
8	5	5
4	5	15
5	6	16
10	10	6
5	14	24
4	4	8
19	28	77
6	4	11
7	4	8
10	15	12
15	20	49
14	18	31
15	14	34
5	17	35
11	22	46
10	6	23
6	6	12
9	27	30
10	29	49
7	4	12
7	13	17
9	12	20
1	9	20
5	10	22
5	10	19
12	14	22
5	4	12
10	33	71
16	21	50
7	14	25
13	16	29
1	1	7
1	10	17
5	1	5
11	15	42
7	4	8
23	40	57
7	7	20
14	10	19
9	4	10
5	0	7
1	6	16
12	2	14
7	6	12
0	8	10
4	4	8
7	24	49
7	16	20
3	3	10
7	11	54
2	8	29
7	4	14
8	10	33
5	0	12
7	9	25
6	6	7
3	6	33
8	5	23
7	11	27
5	4	7
7	11	39
5	7	15
4	1	10
5	5	9
0	3	9
2	9	15
1	6	8
6	18	30
6	5	13
4	6	15
1	3	3
7	26	43
11	23	67
9	18	48
8	20	38
6	19	48
5	12	35
7	11	27
15	22	51
23	19	51
13	28	61
6	23	51
5	11	27
20	22	61
6	10	26
13	17	53
6	21	28
4	1	13
7	10	18
4	8	21
7	14	34
10	23	45
7	10	18
4	9	15
7	13	31
10	16	44
8	13	19
8	14	35
8	17	48
9	12	61
5	8	19
7	3	30
6	11	13
7	10	16
12	21	50
6	4	22
20	29	62
13	32	65
8	16	51
6	10	19
9	24	69
0	1	16
4	9	24
5	8	7
4	12	20
4	4	11
5	24	30
11	12	23
10	15	33
13	24	50
11	11	27
3	10	16
4	6	7
5	12	9
7	4	9
8	17	39
6	9	6
6	14	30
4	6	12
13	17	33
6	9	25
14	19	44
12	6	18
7	10	26
3	1	6
6	12	18
6	10	30
13	11	15
12	13	17
10	38	99
7	10	27
8	11	24
9	12	20
1	3	10
5	9	29
3	13	31
6	15	30
9	15	20
1	9	21
5	10	23
3	1	11
3	4	15
5	13	26
2	6	22
16	24	48
4	5	24
7	9	18
5	5	29
8	20	37
5	15	21
25	43	65
8	17	30
8	25	57
9	17	31
4	9	24
8	17	35
6	9	14
13	28	51
18	30	46
10	31	43
6	6	17
7	11	18
26	57	113
9	12	27
11	19	48
7	16	46
3	9	15
10	24	65
9	29	60
14	26	66
9	3	8
2	20	31
1	12	25
16	32	79
12	35	57
31	53	87
8	16	33
20	44	77
14	20	48
26	37	68
8	30	27
19	21	43
5	9	23
8	36	90
11	18	47
7	12	19
9	11	35
13	10	23
7	13	28
11	24	33
10	15	47
15	24	47
6	14	25
11	13	34
7	13	23
10	14	18
8	14	30
5	14	37
3	4	17
4	6	12
3	6	25
16	21	35
10	36	61
9	20	37
7	8	19
7	20	28
10	34	84
7	32	50
4	9	32
5	24	47
3	4	12
5	7	26
1	5	16
9	20	33
12	23	34
3	1	9
4	4	16
6	16	29
12	21	78
1	13	40
6	14	39
9	14	32
3	18	30
3	13	35
5	4	16
13	22	34
4	8	14
2	6	8
6	5	2
4	9	23
3	13	30
4	9	46
2	8	21
8	12	24
3	14	21
5	6	24
3	7	5
5	6	20
9	3	11
1	5	9
3	7	13
3	6	13
4	5	15
11	29	48
8	11	33
4	9	25
2	7	17
2	7	17
4	5	12
5	10	24
6	7	18
11	15	32
9	18	45
3	18	54
7	19	23
1	5	20
7	15	24
5	17	31
5	14	37
5	12	17
4	7	20
5	24	28
1	6	20
11	23	57
8	16	45
8	15	41
9	27	71
7	15	33
7	11	21
6	15	12
2	3	10
0	8	10
9	9	19
10	28	60
13	28	53
12	16	15
4	12	24
12	20	32
1	2	6
5	5	18
12	25	30
7	15	44
8	18	41
13	10	36
4	5	13
10	13	41
17	16	50
4	14	14
16	37	67
10	21	23
4	8	17
1	5	13
8	7	14
8	25	31
8	23	34
7	11	15
13	22	68
4	20	19
3	5	9
17	36	108
3	7	19
4	6	10
2	4	19
9	8	29
31	46	74
6	11	21
6	18	21
5	4	22
4	3	15
13	24	48
7	7	27
12	30	95
4	5	12
15	28	28
10	13	37
2	3	10
6	16	29
11	20	59
6	5	15
7	16	46
8	14	28
3	9	25
4	12	21
6	14	45
4	10	20
5	18	11
10	11	26
1	1	13
3	7	20
1	6	11
1	15	25
7	2	29
10	13	37
6	1	11
3	4	8
4	2	13
7	2	29
10	13	37
4	8	9
6	10	13
10	25	60
8	10	24
3	6	9
17	23	49
5	2	12
5	3	12
