221	38	5.81578947368
79	23	3.4347826087
73	8	9.125
215	28	7.67857142857
467	88	5.30681818182
397	54	7.35185185185
238	43	5.53488372093
282	35	8.05714285714
9	2	4.5
82	15	5.46666666667
78	9	8.66666666667
108	24	4.5
48	10	4.8
218	42	5.19047619048
509	86	5.91860465116
97	12	8.08333333333
66	13	5.07692307692
296	32	9.25
104	17	6.11764705882
165	38	4.34210526316
78	11	7.09090909091
121	20	6.05
209	27	7.74074074074
93	14	6.64285714286
60	13	4.61538461538
71	9	7.88888888889
185	26	7.11538461538
248	33	7.51515151515
135	18	7.5
145	26	5.57692307692
150	29	5.1724137931
46	8	5.75
149	22	6.77272727273
549	96	5.71875
174	29	6.0
38	6	6.33333333333
198	37	5.35135135135
86	18	4.77777777778
53	6	8.83333333333
59	9	6.55555555556
531	88	6.03409090909
54	9	6.0
324	52	6.23076923077
160	31	5.16129032258
9	1	9.0
299	47	6.36170212766
159	12	13.25
24	4	6.0
99	14	7.07142857143
51	8	6.375
354	63	5.61904761905
71	12	5.91666666667
42	9	4.66666666667
117	19	6.15789473684
40	8	5.0
110	19	5.78947368421
60	11	5.45454545455
125	24	5.20833333333
161	24	6.70833333333
88	18	4.88888888889
122	20	6.1
100	19	5.26315789474
68	15	4.53333333333
157	31	5.06451612903
128	20	6.4
156	32	4.875
116	23	5.04347826087
280	44	6.36363636364
97	16	6.0625
144	27	5.33333333333
239	37	6.45945945946
225	32	7.03125
63	14	4.5
55	8	6.875
285	55	5.18181818182
331	64	5.171875
235	40	5.875
103	18	5.72222222222
120	21	5.71428571429
80	13	6.15384615385
284	37	7.67567567568
89	15	5.93333333333
466	68	6.85294117647
341	55	6.2
206	38	5.42105263158
323	44	7.34090909091
124	28	4.42857142857
81	13	6.23076923077
157	30	5.23333333333
460	70	6.57142857143
162	20	8.1
160	28	5.71428571429
396	54	7.33333333333
467	65	7.18461538462
77	12	6.41666666667
119	12	9.91666666667
122	14	8.71428571429
115	17	6.76470588235
70	17	4.11764705882
121	17	7.11764705882
139	24	5.79166666667
70	10	7.0
126	20	6.3
179	25	7.16
510	72	7.08333333333
276	52	5.30769230769
140	24	5.83333333333
325	64	5.078125
75	14	5.35714285714
67	12	5.58333333333
200	34	5.88235294118
230	37	6.21621621622
296	31	9.54838709677
286	48	5.95833333333
249	39	6.38461538462
59	2	29.5
188	33	5.69696969697
283	46	6.15217391304
67	16	4.1875
195	26	7.5
50	11	4.54545454545
459	75	6.12
